Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code_postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordX_origine;coordY_origine;epsg_origine;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_circonscription;code_zone_animation_pedagogique;libelle_zone_animation_pedagogique;code_bassin_formation;libelle_bassin_formation
0320267S;Ecole primaire publique;Ecole;Public;AU VILLAGE;AU VILLAGE;32700 ST MEZARD;32700;32396;Saint-Mézard;032;16;76;1;1;;;;0562288265;;;ce.0320267S@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21320396100023;31;;44.03162797658786, 0.5587193899325834;SANS OBJET;Gers;Toulouse;Occitanie;504334.0;6328872.3;EPSG:2154;Circonscription d'inspection du 1er degré d'Auch Nord;44.03162797658786;0.5587193899325834;Ville;1968-12-05;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;032220;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0320017V;;;0320049E;;;16113;CONDOM
0320280F;Ecole élémentaire publique Yves Chaze;Ecole;Public;Place des Cordeliers;;32130 SAMATAN;32130;32410;Samatan;032;16;76;0;1;;;;0562623108;;;ce.0320280F@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21320410000027;151;;43.490772203806394, 0.9295036891054563;SANS OBJET;Gers;Toulouse;Occitanie;532468.7;6267939.3;EPSG:2154;Circonscription d'inspection du 1er degré d'Auch Est;43.490772203806394;0.9295036891054563;Rue;1968-12-05;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0320031K;;;0320047C;;;16112;AUCH
0320306J;Ecole primaire publique;Ecole;Public;AU VILLAGE;AU VILLAGE;32700 TERRAUBE;32700;32442;Terraube;032;16;76;1;1;;;;0562689876;;;ce.0320306J@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21320442300023;31;;43.90592242294321, 0.5516405623818499;SANS OBJET;Gers;Toulouse;Occitanie;503333.8;6314928.9;EPSG:2154;Circonscription d'inspection du 1er degré d'Auch Nord;43.90592242294321;0.5516405623818499;Ville;1968-12-05;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;032224;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0320017V;;;0320049E;;;16113;CONDOM
0320314T;Ecole primaire publique;Ecole;Public;AU VILLAGE;AU VILLAGE;32380 TOURNECOUPE;32380;32452;Tournecoupe;032;16;76;1;1;;;;0562664360;;;ce.0320314T@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21320452200022;49;;43.86380342066407, 0.809869598450987;SANS OBJET;Gers;Toulouse;Occitanie;523940.8;6309641.2;EPSG:2154;Circonscription d'inspection du 1er degré d'Auch Est;43.86380342066407;0.809869598450987;Ville;1968-12-05;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0320012P;;;0320047C;;;16113;CONDOM
0320323C;Ecole élémentaire publique;Ecole;Public;Route Grisonis;;32190 VIC FEZENSAC;32190;32462;Vic-Fezensac;032;16;76;0;1;;;;0562063420;;;ce.0320323C@ac-toulouse.fr;1;0;1;;;;;;;;;;;;;;;21320462100048;188;;43.76127764501179, 0.29776002346343183;SANS OBJET;Gers;Toulouse;Occitanie;482398.3;6299530.0;EPSG:2154;Circonscription d'inspection du 1er degré d'Auch Sud;43.76127764501179;0.29776002346343183;Numéro de rue;1968-12-05;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0320033M;;;0320048D;;;16113;CONDOM
0320344A;Ecole élémentaire publique;Ecole;Public;AU VILLAGE;AU VILLAGE;32500 GOUTZ;32500;32150;Goutz;032;16;76;0;1;;;;0562062161;;;ce.0320344A@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21320150200035;34;;43.80484777845049, 0.7348005633966191;SANS OBJET;Gers;Toulouse;Occitanie;517719.9;6303262.8;EPSG:2154;Circonscription d'inspection du 1er degré d'Auch Est;43.80484777845049;0.7348005633966191;Ville;1968-12-02;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;032118;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0320012P;;;0320047C;;;16113;CONDOM
0320348E;Ecole maternelle publique;Ecole;Public;Rue des Ecoles;;32460 LE HOUGA;32460;32155;Le Houga;032;16;76;1;0;;;;0562089018;;;ce.0320348E@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21320155100032;29;;43.77391093409409, -0.17817992828009735;SANS OBJET;Gers;Toulouse;Occitanie;444148.2;6302359.8;EPSG:2154;Circonscription d'inspection du 1er degré d'Auch Nord;43.77391093409409;-0.17817992828009735;Numéro de rue;1968-12-06;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0320027F;;;0320049E;;;16113;CONDOM
0320374H;Ecole primaire publique;Ecole;Public;LE BOURG;LE BOURG;32330 LAGRAULET DU GERS;32330;32180;Lagraulet-du-Gers;032;16;76;1;1;;;;0562291272;;;ce.0320374H@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21320180900026;26;;43.903521255988686, 0.21221969396793663;SANS OBJET;Gers;Toulouse;Occitanie;476070.8;6315566.2;EPSG:2154;Circonscription d'inspection du 1er degré d'Auch Nord;43.903521255988686;0.21221969396793663;Ville;1968-12-04;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;032223;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0320011N;;;0320049E;;;16113;CONDOM
0320391B;Ecole maternelle publique Arago;Ecole;Public;12 rue Arago;;32000 AUCH;32000;32013;Auch;032;16;76;1;0;;;;0562050674;;;ce.0320391B@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21320013200065;77;;43.65083922845372, 0.5842095835191883;SANS OBJET;Gers;Toulouse;Occitanie;505082.0;6286514.9;EPSG:2154;Circonscription d'inspection du 1er degré d'Auch Centre - ASH;43.65083922845372;0.5842095835191883;Numéro de rue;1968-11-25;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0320562M;;;0320649G;;;16112;AUCH
0320396G;Ecole élémentaire publique Jean Jaurès;Ecole;Public;Avenue Sambre et Meuse;;32000 AUCH;32000;32013;Auch;032;16;76;0;1;;;;0562630010;;;ce.0320396G@ac-toulouse.fr;1;0;1;;;;;;;;;;;;;;;21320013200172;122;;43.64300540288659, 0.5978096554786854;SANS OBJET;Gers;Toulouse;Occitanie;506152.5;6285611.2;EPSG:2154;Circonscription d'inspection du 1er degré d'Auch Centre - ASH;43.64300540288659;0.5978096554786854;Numéro de rue;1968-11-25;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0320563N;;;0320649G;;;16112;AUCH
0320398J;Ecole élémentaire publique Guynemer;Ecole;Public;8 rue Guynemer;;32000 AUCH;32000;32013;Auch;032;16;76;0;1;;;;0562050694;;;ce.0320398J@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21320013200115;115;;43.646514609847415, 0.5816595821201276;SANS OBJET;Gers;Toulouse;Occitanie;504861.6;6286040.8;EPSG:2154;Circonscription d'inspection du 1er degré d'Auch Centre - ASH;43.646514609847415;0.5816595821201276;Numéro de rue;1968-11-25;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0320562M;;;0320649G;;;16112;AUCH
0320401M;Ecole maternelle publique Lissagaray;Ecole;Public;Quai des Marronniers;;32000 AUCH;32000;32013;Auch;032;16;76;1;0;;;;0562050158;;;ce.0320401M@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21320013200156;72;;43.64654404246175, 0.5894695727391838;SANS OBJET;Gers;Toulouse;Occitanie;505491.7;6286024.8;EPSG:2154;Circonscription d'inspection du 1er degré d'Auch Centre - ASH;43.64654404246175;0.5894695727391838;Numéro de rue;1968-11-25;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0320563N;;;0320649G;;;16112;AUCH
0320440E;Ecole élémentaire publique;Ecole;Public;AU VILLAGE;AU VILLAGE;32350 BIRAN;32350;32054;Biran;032;16;76;0;1;;;;0562646443;;;ce.0320440E@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21320054600025;23;;43.69548176622008, 0.41768965077660763;SANS OBJET;Gers;Toulouse;Occitanie;491813.2;6291898.8;EPSG:2154;Circonscription d'inspection du 1er degré d'Auch Sud;43.69548176622008;0.41768965077660763;Ville;1968-11-26;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;032210;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0320033M;;;0320048D;;;16113;CONDOM
0320446L;Ecole élémentaire publique;Ecole;Public;AU VILLAGE;AU VILLAGE;32450 BOULAUR;32450;32061;Boulaur;032;16;76;0;1;;;;0562709785;;;ce.0320446L@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21320061100027;13;;43.54062672201399, 0.7732904945062463;SANS OBJET;Gers;Toulouse;Occitanie;519988.4;6273822.2;EPSG:2154;Circonscription d'inspection du 1er degré d'Auch Sud;43.54062672201399;0.7732904945062463;Ville;1968-11-27;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;032330;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0320563N;;;0320048D;;;16112;AUCH
0320476U;Ecole maternelle publique;Ecole;Public;AU VILLAGE;AU VILLAGE;32110 CAUPENNE D ARMAGNAC;32110;32094;Caupenne-d'Armagnac;032;16;76;1;0;;;;0562091684;;;ce.0320476U@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21320094200026;21;;43.78816073079437, -0.06732051237935383;SANS OBJET;Gers;Toulouse;Occitanie;453129.6;6303589.2;EPSG:2154;Circonscription d'inspection du 1er degré d'Auch Nord;43.78816073079437;-0.06732051237935383;Ville;1968-12-06;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;032222;101;ECOLE MATERNELLE;99;0320027F;;;0320049E;;;16113;CONDOM
0320478W;Ecole élémentaire publique;Ecole;Public;Rue des Ecoles;;32150 CAZAUBON;32150;32096;Cazaubon;032;16;76;0;1;;;;0562095024;;;ce.0320478W@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21320096700049;96;;43.9346628289939, -0.07409943995463153;SANS OBJET;Gers;Toulouse;Occitanie;453217.9;6319877.6;EPSG:2154;Circonscription d'inspection du 1er degré d'Auch Nord;43.9346628289939;-0.07409943995463153;Rue;1968-11-29;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0320011N;;;0320049E;;;16113;CONDOM
0320504Z;Ecole primaire publique;Ecole;Public;AU VILLAGE;AU VILLAGE;32190 DEMU;32190;32115;Dému;032;16;76;1;1;;;;0562085776;;;ce.0320504Z@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21320115500024;18;;43.76546266945076, 0.1662500376914197;SANS OBJET;Gers;Toulouse;Occitanie;471829.4;6300366.0;EPSG:2154;Circonscription d'inspection du 1er degré d'Auch Sud;43.76546266945076;0.1662500376914197;Ville;1968-12-06;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;032221;101;ECOLE MATERNELLE;99;0320033M;;;0320048D;;;16113;CONDOM
0320524W;Ecole élémentaire publique Louis Monge;Ecole;Public;23 boulevard de Metz;;32500 FLEURANCE;32500;32132;Fleurance;032;16;76;0;1;;;;0562640242;;;ce.0320524W@ac-toulouse.fr;1;0;1;;;;;;;;;;;;;;;21320132000065;207;;43.85156904131164, 0.6620492317950718;SANS OBJET;Gers;Toulouse;Occitanie;512021.0;6308623.0;EPSG:2154;Circonscription d'inspection du 1er degré d'Auch Est;43.85156904131164;0.6620492317950718;Numéro de rue;1968-12-02;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0320012P;;;0320047C;;;16113;CONDOM
0320566S;Ecole primaire privée Notre-Dame Cahuzac;Ecole;Privé;51 rue des Ecoles;;32200 GIMONT;32200;32147;Gimont;032;16;76;1;1;;;;;;;ce.0320566S@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;77700503400015;71;;43.62759214885872, 0.8760105686024984;CONTRAT D'ASSOCIATION TOUTES CLASSES;Gers;Toulouse;Occitanie;528550.4;6283255.4;EPSG:2154;Circonscription d'inspection du 1er degré d'Auch Est;43.62759214885872;0.8760105686024984;Numéro de rue;1971-02-18;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0320567T;;;0320047C;;;16112;AUCH
0320582J;Ecole primaire privée Notre-Dame;Ecole;Privé;Rue Nationale;;32140 MASSEUBE;32140;32242;Masseube;032;16;76;1;1;;;;0562660180;;;ce.0320582J@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;77701561100018;57;;43.4297074194276, 0.5797797972873379;CONTRAT D'ASSOCIATION TOUTES CLASSES;Gers;Toulouse;Occitanie;503971.5;6261959.7;EPSG:2154;Circonscription d'inspection du 1er degré d'Auch Sud;43.4297074194276;0.5797797972873379;Ville;1971-02-19;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0320004F;;;0320048D;;;16112;AUCH
0320584L;Ecole élémentaire publique Marie Sklodowska-Curie;Ecole;Public;Rue Jeanne d'Albret;;32000 AUCH;32000;32013;Auch;032;16;76;0;1;;;;0562630701;;;ce.0320584L@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;REP;;21320013200107;127;;43.635972233297586, 0.596960331102503;SANS OBJET;Gers;Toulouse;Occitanie;506060.2;6284832.0;EPSG:2154;Circonscription d'inspection du 1er degré d'Auch Centre - ASH;43.635972233297586;0.596960331102503;Numéro de rue;1972-10-09;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0320006H;;;0320649G;;;16112;AUCH
0320607L;Ecole primaire publique;Ecole;Public;Boulevard Nord;;32360 JEGUN;32360;32162;Jegun;032;16;76;1;1;;;;0562645106;;;ce.0320607L@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21320162700022;112;;43.75816820529961, 0.45948027915403655;SANS OBJET;Gers;Toulouse;Occitanie;495405.3;6298752.3;EPSG:2154;Circonscription d'inspection du 1er degré d'Auch Sud;43.75816820529961;0.45948027915403655;Numéro de rue;1975-10-28;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0320033M;;;0320048D;;;16113;CONDOM
0320639W;Ecole primaire publique;Ecole;Public;4 place Edouard Lartet;;32260 SEISSAN;32260;32426;Seissan;032;16;76;1;1;;;;0562662155;;;ce.0320639W@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21320426600034;121;;43.490410827027794, 0.5923101790444997;SANS OBJET;Gers;Toulouse;Occitanie;505191.8;6268672.8;EPSG:2154;Circonscription d'inspection du 1er degré d'Auch Sud;43.490410827027794;0.5923101790444997;Numéro de rue;1977-09-20;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0320608M;;;0320048D;;;16112;AUCH
0320640X;Ecole élémentaire publique Jean Jaurès;Ecole;Public;3 rue Lamartine;;32550 PAVIE;32550;32307;Pavie;032;16;76;0;1;;;;0562054337;;;ce.0320640X@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21320307800026;125;;43.60767693335041, 0.591820232404559;SANS OBJET;Gers;Toulouse;Occitanie;505549.6;6281701.4;EPSG:2154;Circonscription d'inspection du 1er degré d'Auch Sud;43.60767693335041;0.591820232404559;Numéro de rue;1977-09-20;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0320006H;;;0320048D;;;16112;AUCH
0650107N;Ecole élémentaire;Ecole;Public;1 place EUGENE TENOT;;65700 LARREULE;65700;65262;Larreule;065;16;76;0;1;;;;0562969491;;;ce.0650107N@ac-toulouse.fr;0;0;0;;;;;;;;;;;;;;;21650262500025;23;;43.44549436292348, 0.01805374140024472;SANS OBJET;Hautes-Pyrénées;Toulouse;Occitanie;458559.7;6265269.5;EPSG:2154;Circonscription du 1er degré de Tarbes Val d'Adour Madiran;43.44549436292348;0.01805374140024472;Numéro de rue;1969-01-10;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;065012;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0650838H;;;0651042E;;;16115;TARBES / VIC-EN-BIGORRE
0650146F;Ecole élémentaire;Ecole;Public;1 place BATTERES;;65380 LANNE;65380;65257;Lanne;065;16;76;0;1;;;;0562454626;;;ce.0650146F@ac-toulouse.fr;0;0;0;;;;;;;;;;;;;;;21650257500022;18;;43.16591338636962, 0.015039892420111178;SANS OBJET;Hautes-Pyrénées;Toulouse;Occitanie;457141.2;6234221.5;EPSG:2154;Circonscription d'inspection du 1er degré de Tarbes Centre Sud;43.16591338636962;0.015039892420111178;Rue;1969-01-10;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;065020;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0650835E;;;0651044G;;;16115;TARBES / VIC-EN-BIGORRE
0650155R;ECOLE MATERNELLE PUBLIQUE;Ecole;Public;1 route CARRERA DE MARCA DESSUS;;65200 VISKER;65200;65479;Visker;065;16;76;1;0;;;;0562459440;;;ce.0650155R@ac-toulouse.fr;0;0;0;;;;;;;;;;;;;;;21650479500024;17;;43.138935995288875, 0.0662604074007649;SANS OBJET;Hautes-Pyrénées;Toulouse;Occitanie;461195.2;6231068.1;EPSG:2154;Circonscription d'inspection du 1er degré de Tarbes Centre Sud;43.138935995288875;0.0662604074007649;Numéro de rue;1969-01-10;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;065021;101;ECOLE MATERNELLE;99;0650835E;;;0651044G;;;16115;TARBES / VIC-EN-BIGORRE
0650184X;Ecole primaire;Ecole;Public;Bourg;;65140 LESCURRY;65140;65269;Lescurry;065;16;76;1;1;;;;0562965056;;;ce.0650184X@ac-toulouse.fr;0;0;0;;;;;;;;;;;;;;;21650269000029;17;;43.33525482757145, 0.1541200731185304;SANS OBJET;Hautes-Pyrénées;Toulouse;Occitanie;469130.2;6252617.0;EPSG:2154;Circonscription du 1er degré de Tarbes Val d'Adour Madiran;43.33525482757145;0.1541200731185304;Ville;1969-01-10;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;065002;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0650838H;;;0651042E;;;16115;TARBES / VIC-EN-BIGORRE
0650200P;Ecole élémentaire;Ecole;Public;Village;;65220 BONNEFONT;65220;65095;Bonnefont;065;16;76;0;1;;;;0562355196;;;ce.0650200P@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21650095900020;14;;43.25077838930372, 0.34553997903195094;SANS OBJET;Hautes-Pyrénées;Toulouse;Occitanie;484337.3;6242690.6;EPSG:2154;Circonscription d'inspection du 1er degré de Lannemezan;43.25077838930372;0.34553997903195094;Numéro de rue;1969-01-10;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;065051;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0650037M;;;0650054F;;;16115;TARBES / VIC-EN-BIGORRE
0650244M;Ecole primaire;Ecole;Public;1 rue DE L'EGLISE;;65500 CAIXON;65500;65119;Caixon;065;16;76;1;1;;;;0562969975;;;ce.0650244M@ac-toulouse.fr;0;0;0;;;;;;;;;;;;;;;21650119700026;24;;43.41107014462458, 0.02412044216468993;SANS OBJET;Hautes-Pyrénées;Toulouse;Occitanie;458906.5;6261427.3;EPSG:2154;Circonscription du 1er degré de Tarbes Val d'Adour Madiran;43.41107014462458;0.02412044216468993;Rue;1969-01-10;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;065012;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0650838H;;;0651042E;;;16115;TARBES / VIC-EN-BIGORRE
0650264J;Ecole primaire;Ecole;Public;57 avenue des Pyrénées;;65400 AYZAC OST;65400;65056;Ayzac-Ost;065;16;76;1;1;;;;0562975444;;;ce.0650264J@ac-toulouse.fr;0;0;0;;;;;;;;;;;;;;;21650056100024;14;;43.0177059536894, -0.09695957265770762;SANS OBJET;Hautes-Pyrénées;Toulouse;Occitanie;447387.3;6218106.9;EPSG:2154;Circonscription d'inspection du 1er degré de Lourdes Bagnères;43.0177059536894;-0.09695957265770762;Rue;1969-01-10;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;065049;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0650020U;;;0651046J;;;16116;BAGNERES-DE-BIGORRE / LOURDES
0650266L;Ecole primaire;Ecole;Public;4 route de Silhen;;65400 BOO SILHEN;65400;65098;Boô-Silhen;065;16;76;1;1;;;;0562971686;;;ce.0650266L@ac-toulouse.fr;0;0;0;;;;;;;;;;;;;;;21650098300020;14;;43.01854967765106, -0.07208977582773783;SANS OBJET;Hautes-Pyrénées;Toulouse;Occitanie;449418.5;6218121.4;EPSG:2154;Circonscription d'inspection du 1er degré de Lourdes Bagnères;43.01854967765106;-0.07208977582773783;Numéro de rue;1969-01-10;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;065055;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0650020U;;;0651046J;;;16116;BAGNERES-DE-BIGORRE / LOURDES
0460661U;Lycée professionnel agricole des Territoires - Cahors-Le Montat;Lycée;Public;Domaine de Lacoste;;;46090;46197;Le Montat;046;16;76;;;0;0;1;05 65 21 03 67;05 65 21 00 01;https://lycee-du-montat.mon-ent-occitanie.fr;lpa.cahors@educagri.fr;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;;1;19460661200019;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1379;44.3777816974771, 1.4420295163328734;SANS OBJET;Lot;Toulouse;Occitanie;575877.3;6365529.6;EPSG:2154;;44.3777816974771;1.4420295163328734;Rue;1988-09-01;2024-11-26;OUVERT;AGRICULTURE;0;0;;320;LYCEE PROFESSIONNEL;99;;;;;;;16114;LOT OUEST
0460529A;Lycée polyvalent Quercy Périgord;Lycée;Public;Avenue Roger Couderc;BP 90006;;46200;46309;Souillac;046;16;76;;;0;1;1;05 65 27 03 00;05 65 32 72 19;http://quercy-perigord.mon-ent-occitanie.fr;0460529a@ac-toulouse.fr;1;1;0;1;0;0;0;0;0;0;1;0;0;1;1;;0;19460529100013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3885;44.89549864359293, 1.4706205192961046;SANS OBJET;Lot;Toulouse;Occitanie;579268.6;6422981.6;EPSG:2154;;44.89549864359293;1.4706205192961046;Numéro de rue;1971-03-02;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0460594W;;;;;;16124;LOT EST
0341794R;Lycée polyvalent Champollion;Lycée;Public;Avenue de Figuières;CS 31012;;34973;34129;Lattes;034;11;76;;;1;1;1;04 67 13 67 13;04 67 13 67 00;https://jean-francois-champollion-lattes.mon-ent-occitanie.fr/;ce.0341794r@ac-montpellier.fr;1;1;0;1;0;0;0;0;0;0;1;0;0;1;1;;1;19340090000018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2781;43.586276348733875, 3.9312699294410627;SANS OBJET;Hérault;Montpellier;Occitanie;775234.1;6276801.2;EPSG:2154;;43.586276348733875;3.9312699294410627;Numéro de rue;1992-09-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;0341794R;;;;034009;MONTPELLIER;11119;LUNEL
0810008U;Collège La catalanié;Collège;Public;La Catalanié;;;81260;81037;Brassac;081;16;76;;;0;0;0;05 63 74 40 00;05 63 74 40 10;https://la-catalanie-brassac.mon-ent-occitanie.fr/;0810008u@ac-toulouse.fr;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;1;19810008300015;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12445;43.63252044120137, 2.4883600766589034;SANS OBJET;Tarn;Toulouse;Occitanie;658699.0;6281630.9;EPSG:2154;;43.63252044120137;2.4883600766589034;Numéro de rue;1965-05-01;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0810008U;;;;;;16118;CASTRES / MAZAMET
0311168B;Collège Sainte-Marie de Nevers;Collège;Privé;18-20 rue Merly;;;31000;31555;Toulouse;031;16;76;;;0;0;0;05 61 21 51 97;05 61 12 12 58;http://saintemariedenevers.pagesperso-orange.fr/;0311168b@ac-toulouse.fr;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;77694425800016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16349;43.6091384727887, 1.4429201138280958;CONTRAT D'ASSOCIATION TOUTES CLASSES;Haute-Garonne;Toulouse;Occitanie;574264.2;6280138.2;EPSG:2154;;43.6091384727887;1.4429201138280958;Numéro de rue;1967-05-10;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;30;0311168B;;;;;;16109;TOULOUSE CENTRE
0120059Z;Lycée général et technologique privé Saint-Gabriel;Lycée;Privé;8 boulevard Emile Borel;;;12401;12208;Saint-Affrique;012;16;76;;;1;1;0;05 65 98 10 90;;http://www.lycee-saintgabriel.fr;accueil@lycee-saintgabriel.fr;1;1;0;0;0;1;1;0;1;0;1;0;0;0;0;;0;32286429900043;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11117;43.95715667277396, 2.8891791092780728;CONTRAT D'ASSOCIATION TOUTES CLASSES;Aveyron;Toulouse;Occitanie;691104.8;6317578.9;EPSG:2154;;43.95715667277396;2.8891791092780728;Numéro de rue;1967-05-11;2024-11-26;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;30;0120025M;;;;;;16105;MILLAU / SAINT-AFFRIQUE
